text,url,n,earlier_date,is_story
Nuns survive under shelling on frontline...,https://timesofindia.indiatimes.com/world/europe/nuns-survive-under-shelling-on-ukraine-frontline/articleshow/92273993.cms,4,2022-06-17,True
O'Rourke's risky quest for votes in deep-red TX... ,https://www.msn.com/en-us/news/us/beto-o-rourke-s-risky-quest-for-votes-in-deep-red-texas/ar-AA10TDWj,4,2022-08-22,True
OAN troubles spark questions for conservative cable news...,https://thehill.com/homenews/media/3583306-oans-troubles-spark-questions-for-conservative-cable-news/,3,2022-08-02,True
OATH KEEPER:  Going to Be Armed Revolution...,https://www.mediaite.com/tv/ex-oath-keeper-reveals-jan-6th-was-going-to-be-an-armed-revolution-and-possible-new-civil-war/,3,2022-07-13,True
OATH KEEPER:  Going to Be an Armed Revolution...,https://www.mediaite.com/tv/ex-oath-keeper-reveals-jan-6th-was-going-to-be-an-armed-revolution-and-possible-new-civil-war/,1,2022-07-13,True
OBAMA: COURT ATTACKING FREEDOM...,https://www.foxnews.com/politics/obama-blasts-supreme-court-decision-overturning-roe-v-wade-attacking-freedoms-millions ,4,2022-06-24,True
OBAMAS INK AMAZON DEAL...,https://variety.com/2022/digital/news/obamas-audible-deal-spotify-1235299775/,3,2022-06-22,True
OBERGEFELL:  Clarence Should Remember 'Right to Interracial Marriage Only 6 Years Older' Than Roe...,https://www.mediaite.com/tv/jim-obergefell-justice-thomas-should-remember-the-right-to-interracial-marriage-is-only-6-years-older-than-roe/,1,2022-06-27,True
OBERGEFELL:  Clarence Thomas Should Remember 'Right to Interracial Marriage is Only 6 Years Older' Than Roe...,https://www.mediaite.com/tv/jim-obergefell-justice-thomas-should-remember-the-right-to-interracial-marriage-is-only-6-years-older-than-roe/,1,2022-06-27,True
OBSTRUCTION OF JUSTICE,https://www.politico.com/news/2022/08/12/search-warrant-shows-trump-under-investigation-for-potential-obstruction-of-justice-espionage-act-violations-00051507,5,2022-08-13,True
OIL EXECS CASH OUT WHILE GAS PRICES SOAK AMERICANS...,https://news.yahoo.com/oil-execs-cash-crazy-while-084839242.html,1,2022-06-03,True
OK!,https://okmagazine.com/,258,2022-06-03,False
OKLAHOMA THEATER POSTS 'LIGHTYEAR' GAY KISS WARNING...,https://variety.com/2022/film/news/oklahoma-theater-lightyear-gay-kiss-warning-1235301733/,2,2022-06-24,True
"OLD SPICE, COLGATE, DAWN too...",https://www.cnn.com/2022/07/30/business/drug-stores-locked-products/index.html,2,2022-07-31,True
OLIVIA NEWTON-JOHN DEAD IN CALIFORNIA,https://www.tmz.com/2022/08/08/olivia-newton-john-dead-dies/,2,2022-08-09,True
OLIVIA NEWTON-JOHN DEAD IN CALIFORNIA...,https://www.tmz.com/2022/08/08/olivia-newton-john-dead-dies/,1,2022-08-09,True
ON VENTILATOR; MAY LOSE EYE...,https://www.the-sun.com/news/5986748/novelist-salman-rushdie-chautauqua-stabbed/,2,2022-08-13,True
ONE GIANT STEP FOR FREEDOM,https://www.msn.com/en-us/news/world/pelosi-lands-in-taiwan-defying-chinese-warnings-of-forceful-response/ar-AA10cJe3,2,2022-08-02,True
ONLY 73...,https://nypost.com/2022/07/14/ivana-trump-ex-wife-of-former-president-trump-dead-at-73/,1,2022-07-15,True
ONLYFANS model charged with murdering boyfriend...,https://nypost.com/2022/08/10/onlyfans-model-courtney-chenney-charged-with-murdering-boyfriend/,1,2022-08-11,True
ORACLE layoffs...,https://www.nasdaq.com/articles/oracle-starts-job-cuts-in-u.s.-the-information,1,2022-08-01,True
ORBAN BLASTS EUROPEAN COUNTRIES FOR 'RACE-MIXING'...,https://www.msn.com/en-us/news/world/hungarys-leader-viktor-orb-c3-a1n-bashed-western-europeans-for-mixing-with-non-europeans-and-said-hungarians-do-not-want-to-become-a-mixed-race/ar-AAZUl5f,4,2022-07-25,True
"OUT OF SHAPE: Half Americans Can't Touch Toes Without Straining...
Average Person Takes Just 3,800 Steps Per Day...",https://www.studyfinds.org/americans-out-of-shape-cant-touch-toes/,2,2022-07-18,True
OZ DOWN BY 9 IN PA...,https://blueprintpolling.com/2022/07/26/democratic-nominees-for-pa-governor-and-senate-enjoy-early-lead-while-biden-fades/,2,2022-07-27,True
OZ:  POLITICS GOES TO SH*T,https://nypost.com/2022/08/20/dr-oz-mocked-after-poop-tweets-resurface/,3,2022-08-21,True
Oath Keeper brought explosives...,https://www.axios.com/2022/07/09/oath-keeper-explosives-jan-6-riot-doj,5,2022-07-09,True
Oath Keepers seditious trial set for Sept. as probes mount...,https://www.msn.com/en-us/news/us/oath-keepers-seditious-conspiracy-trial-on-track-sept-26-as-probes-mount/ar-AA10f6SH,3,2022-08-03,True
Obama enters midterms...,https://www.axios.com/2022/08/25/scoop-obama-enters-the-chat,2,2022-08-25,True
Obamas prepping for Apocalypse?,https://www.wnd.com/2022/06/obamas-prepping-apocalypse/,1,2022-06-13,True
Ocasio-Cortez attacked from LEFT: 'Out of touch'...,https://www.dailymail.co.uk/news/article-11046649/Progressive-NY-state-senator-tears-AOC-absent-touch-constituents.html,2,2022-07-25,True
Ocasio-Cortez complains about 'insane' cost of being congresswoman...,https://www.washingtonexaminer.com/news/house/aoc-laments-insane-cost-of-being-congresswoman,1,2022-07-19,True
Ocasio-Cortez navigates expectations that come with fame...,https://apnews.com/article/2022-midterm-elections-new-york-alexandria-ocasio-cortez-queens-congress-7e1d71dec55714872f60a4f34d02b7d7,6,2022-07-16,True
Odds Increasing He Gets Charged?,https://nymag.com/intelligencer/2022/06/the-odds-are-going-up-that-trump-could-be-charged.html,3,2022-06-29,True
"Odds of US Recession Within Next Year Near 50%, Survey Shows...",https://finance.yahoo.com/news/odds-us-recession-within-next-113500717.html,4,2022-07-15,True
Odesa Defiant. It's Also Putin's Ultimate Target...,https://dnyuz.com/2022/08/19/odesa-is-defiant-its-also-putins-ultimate-target/,3,2022-08-19,True
"Of all legal threats, is this one that could take Trump down?",https://www.theguardian.com/us-news/2022/aug/27/trump-georgia-investigation-grand-jury-election,6,2022-08-27,True
Off heart meds to avoid bad interaction with treatment...,https://nypost.com/2022/07/21/bidens-off-heart-meds-to-avoid-bad-interaction-with-covid-treatment/,1,2022-07-22,True
Off heart meds to avoid interaction with treatment...,https://nypost.com/2022/07/21/bidens-off-heart-meds-to-avoid-bad-interaction-with-covid-treatment/,1,2022-07-22,True
Off-duty Chicago cop shot moments after helping alleged gunman...,https://chicago.suntimes.com/crime/2022/7/12/23205034/3-charged-shooting-wounded-off-duty-chicago-police-officer-far-south-side,1,2022-07-14,True
Offered shares to media barons for political help...,https://www.theguardian.com/news/2022/jul/11/uber-offered-shares-to-media-barons-for-political-help-leak-reveals,4,2022-07-12,True
Officer corroborates heated motorcade exchange with President...,https://www.cnn.com/2022/07/14/politics/trump-secret-service-january-6-metropolitan-police-officer/index.html,1,2022-07-16,True
Officer corroborates heated motorcade exchange with Trump...,https://www.cnn.com/2022/07/14/politics/trump-secret-service-january-6-metropolitan-police-officer/index.html,2,2022-07-15,True
Officials Beg for Donations to Buy Troops Equipment...,https://www.msn.com/en-us/news/world/russian-officials-beg-for-donations-to-buy-troops-equipment/ar-AA101OWz,1,2022-07-27,True
"Officials Plead for More Protection From Threats, Harassment...",https://www.wsj.com/articles/election-officials-plead-for-more-protection-from-threats-harassment-11659531602,3,2022-08-03,True
Officials announce more steps against monkeypox outbreak...,https://apnews.com/article/covid-health-government-and-politics-f67dd594ae5d713147e107ed7321f4b9,9,2022-06-29,True
Officials charge TX Gov. Abbott with bar-coding migrants...,https://www.cbsnews.com/newyork/news/exclusive-nyc-officials-claim-gov-abbott-bar-coding-migrants-sent-on-buses-from-texas/,3,2022-08-25,True
Officials debate warnings to limit sex partners...,https://www.washingtonpost.com/health/2022/08/04/monkeypox-gay-safe-sex/,5,2022-08-04,True
Officials urge caution...,https://www.cnn.com/2022/07/15/us/long-island-beaches-shark-attacks/index.html,2,2022-07-15,True
Offsetting guilt: Descendants of billionaire oil barons PAYING activists to protest...,https://www.dailymail.co.uk/news/article-11099581/Three-oil-scions-PAYING-hundreds-eco-activists-25-000-year-professional-protesters.html,1,2022-08-11,True
Offsetting guilt: Descendants of billionaire oil barons paying activists to protest...,https://www.dailymail.co.uk/news/article-11099581/Three-oil-scions-PAYING-hundreds-eco-activists-25-000-year-professional-protesters.html,1,2022-08-11,True
Ohio state rep pushes birth control ban...,https://www.cleveland.com/news/2022/07/ohio-state-representative-says-she-would-consider-banning-birth-control-following-abortion-outlaw.html,2,2022-07-02,True
Oil breaks below $100...,https://www.cnbc.com/2022/07/05/oil-tumbles-more-than-8percent-breaks-below-100-as-recession-fears-mount.html,3,2022-07-05,True
"Oil turbulence could last five years, EXXON boss warns...",https://news.yahoo.com/oil-turbulence-could-last-five-115044660.html,1,2022-06-21,True
"Oil turbulence could last years, EXXON boss warns...",https://news.yahoo.com/oil-turbulence-could-last-five-115044660.html,3,2022-06-21,True
Oklahoma city's first openly gay mayor resigned. Then came fallout...,https://www.msn.com/en-us/news/us/an-oklahoma-city-e2-80-99s-first-openly-gay-mayor-resigned-then-came-the-fallout/ar-AA109ALY,1,2022-08-01,True
Oligarch's wife fears Vlad sickness will make war more brutal...,https://www.express.co.uk/news/world/1633095/vladimir-putin-health-fears-latest,5,2022-06-29,True
Olivia Wilde Much Hyped Movie Causing Worries as Scandals Increase...,https://www.showbiz411.com/2022/08/27/harry-styles-olivia-wilde-much-hyped-movie-dont-worry-darling-causing-worries-as-pr-scandals-increase,3,2022-08-27,True
Omar faces centrist rival...,https://apnews.com/article/2022-midterm-elections-wisconsin-minnesota-special-ilhan-omar-a5ccd02ee35997d645635e226fbbc892,2,2022-08-09,True
Omicron Overrated? Most Patients Don't Even Know They're Sick...,https://www.studyfinds.org/omicron-dont-know-theyre-sick/,1,2022-08-17,True
"Omicron considered milder, but scientists aren't so sure...",https://www.msn.com/en-us/health/medical/omicron-is-considered-a-milder-coronavirus-but-scientists-arent-so-sure/ar-AA10AMsR,6,2022-08-13,True
Omicron has shattered what we know about covid reinfections...,https://www.msn.com/en-us/health/medical/omicron-has-shattered-what-we-know-about-covid-reinfections-heres-why-you-may-be-vulnerable/ar-AAZWeuO,1,2022-07-26,True
Omicron shattered what we know about covid reinfections...,https://www.msn.com/en-us/health/medical/omicron-has-shattered-what-we-know-about-covid-reinfections-heres-why-you-may-be-vulnerable/ar-AAZWeuO,2,2022-07-26,True
Omicron shattered what we know about reinfections...,https://www.msn.com/en-us/health/medical/omicron-has-shattered-what-we-know-about-covid-reinfections-heres-why-you-may-be-vulnerable/ar-AAZWeuO,1,2022-07-27,True
Omicron-boosters coming...,https://www.npr.org/2022/08/16/1117616159/uk-us-approved-omicron-booster-variant-ba5,1,2022-08-16,True
"On Busy First Day at U.S. Open, All Eyes on Serena Williams...",https://dnyuz.com/2022/08/29/on-a-busy-first-day-at-the-u-s-open-all-eyes-are-on-serena-williams/,3,2022-08-29,True
"On China-Russia border, new bonds forged against USA...",https://www.washingtonpost.com/world/2022/06/29/china-russia-ukraine-war-america/,3,2022-06-29,True
"Once unthinkable, Dems now see narrow path to KEEPING HOUSE...",https://www.msn.com/en-us/news/politics/once-unthinkable-democrats-now-see-narrow-path-to-keeping-the-house/ar-AA11b0UF,4,2022-08-28,True
Once-Spurned Superjumbos Return to Skies...,https://www.bnnbloomberg.ca/once-spurned-superjumbos-return-to-skies-as-travel-roars-back-1.1781085,3,2022-06-20,True
Once-Spurned Superjumbos Return to Skies...,https://www.straitstimes.com/business/companies-markets/once-spurned-superjumbos-return-to-skies-as-travel-roars-back,1,2022-06-21,True
One Small Step for Democracy in 'Live Free or Die' Town...,https://dnyuz.com/2022/07/10/one-small-step-for-democracy-in-a-live-free-or-die-town/,2,2022-07-10,True
One dead after shooting at 24 HOUR FITNESS...,https://eastcountytoday.net/1-dead-3-others-wounded-in-shooting-outside-24-hour-fitness-in-brentwood/,3,2022-08-11,True
One of key ways scientists listen for aliens under threat...,https://www.nbcnews.com/science/ufos-and-aerial-phenomena/humans-are-making-hard-listen-aliens-rcna34752,5,2022-07-02,True
"One roommate is 85, other is 27. Such arrangements growing...",https://www.msn.com/en-us/news/us/one-roommate-is-85-the-other-is-27-such-arrangements-are-growing/ar-AAZBCCr,4,2022-07-16,True
One-Time HIV Treatment On Horizon After Gene-Editing Breakthrough...,https://www.studyfinds.org/one-time-hiv-treatment/,3,2022-07-21,True
One-in-six chance of world-altering volcanic eruption this century...,https://www.dailymail.co.uk/news/article-11121999/One-six-chance-massive-world-altering-volcanic-eruption-century-scientists-warn.html,3,2022-08-18,True
Only 1 In 10 Adults Get 'Optimal' Sleep...,https://studyfinds.org/bad-sleepers-heart-disease/,4,2022-08-29,False
Only 6-8 people could be Trump's FBI informant?,https://www.msn.com/en-us/news/politics/mick-mulvaney-estimates-only-six-or-eight-people-could-be-fbi-informant/ar-AA10z9Gr,3,2022-08-11,True
Oprah Launches Lawsuit Against Unauthorized Podcast...,https://www.mediaite.com/tv/oprah-launches-lawsuit-against-unauthorized-podcast-oprahdemics/,1,2022-08-12,True
Oprah Lawsuit Against Unauthorized Podcast...,https://www.mediaite.com/tv/oprah-launches-lawsuit-against-unauthorized-podcast-oprahdemics/,2,2022-08-13,True
Oprah Suit Against Unauthorized Podcast...,https://www.mediaite.com/tv/oprah-launches-lawsuit-against-unauthorized-podcast-oprahdemics/,3,2022-08-13,True
Optimism collides with mounting challenges...,https://apnews.com/article/2022-midterm-elections-biden-prices-20fc7ddf3789332c914da0709b3db3a7,1,2022-06-18,True
Orban Comes to CPAC...,https://thedispatch.com/p/viktor-orban-comes-to-cpac,3,2022-08-02,True
Orban Will Still Speak at CPAC Despite 'Nazi' Speech Backlash...,https://www.msn.com/en-us/news/world/viktor-orban-will-still-speak-at-cpac-despite-nazi-speech-backlash/ar-AA10062j,2,2022-07-26,True
Orban alone in Europe but among friends in Texas...,https://www.bbc.com/news/world-europe-62408368,1,2022-08-03,True
Orban at CPAC brings far-right international into focus...,https://www.msn.com/en-us/news/world/orban-at-cpac-brings-the-far-right-international-into-focus/ar-AA10kaYK,4,2022-08-05,True
Orban faces growing backlash over 'race mixing' comments...,https://www.politico.com/www.politico.eu/article/romania-slams-hungary-viktor-orban-backlash-race-mixing-comments-unacceptable/,1,2022-07-26,True
Orban sparks outrage with attack on 'race mixing' in Europe...,https://www.msn.com/en-us/news/world/hungarys-leader-viktor-orb-c3-a1n-bashed-western-europeans-for-mixing-with-non-europeans-and-said-hungarians-do-not-want-to-become-a-mixed-race/ar-AAZUl5f,1,2022-07-25,True
"Order aims at conversion therapy, trans bans...",https://news.yahoo.com/biden-pride-order-aims-conversion-160538608.html,1,2022-06-15,True
Oregon Health Officials Delayed Meeting Because 'Urgency White Supremacy Value'...,https://reason.com/2022/07/02/urgency-is-a-white-supremacy-value-oregon-health-authority/,3,2022-07-04,True
"Oregon SAFEWAY shooting: Gunman walked 'aisle to aisle', killed 2...",https://www.msn.com/en-us/news/crime/oregon-safeway-shooting-suspected-gunman-walked-aisle-to-aisle-and-killed-two-in-grocery-store/ar-AA11dcDE,2,2022-08-29,True
Oregon's Biggest City Struggles to Cut Homicide Rate...,https://www.wsj.com/articles/oregons-biggest-city-struggles-to-cut-homicide-rate-11661176800,2,2022-08-22,True
